"Itteration";"Model";"AUC";"ALIFT";"ACC";"Lower";"Upper";"Window-size";"Clustering";"Amount of Clusters";"Silhouette";"% Ommited"
"173";"49";"ctree";"0.730846593455849";"0.854043478260869";"93.1613677264547";"24001";"29001";"5000";"OPTICS";"146";"";"0.0232847663319427"
"174";"50";"ctree";"0.919554521871366";"0.899";"95.8008398320336";"24501";"29501";"5000";"OPTICS";"140";"";"0.0240541984812322"
"175";"51";"ctree";"0.881264476731944";"0.858571428571429";"94.9610077984403";"25001";"30001";"5000";"OPTICS";"142";"";"0.0240847988513772"
"176";"52";"ctree";"0.8342559800805";"0.814528301886792";"88.6022795440912";"25501";"30501";"5000";"OPTICS";"148";"";"0.0240310781516191"
"177";"53";"ctree";"0.892294842488266";"0.87095744680851";"92.9214157168566";"26001";"31001";"5000";"OPTICS";"139";"";"0.0249809384417613"
"178";"54";"ctree";"0.692347052280311";"0.628824884792627";"86.2627474505099";"26501";"31501";"5000";"OPTICS";"139";"";"0.0251738349700704"
"179";"55";"ctree";"0.577582814445828";"0.56486301369863";"82.6634673065387";"27001";"32001";"5000";"OPTICS";"138";"";"0.0250974646621653"
"180";"56";"ctree";"0.53787234250621";"0.531889632107023";"69.8260347930414";"27501";"32501";"5000";"OPTICS";"145";"";"0.0250702257656357"
"181";"57";"ctree";"0.678156640857653";"0.66036231884058";"67.246550689862";"28001";"33001";"5000";"OPTICS";"129";"";"0.0252189705501127"
"182";"58";"ctree";"0.651208285385501";"0.606308016877637";"60.5278944211158";"28501";"33501";"5000";"OPTICS";"142";"";"0.0249553521069136"
"183";"59";"ctree";"0.720335793955359";"0.635260115606937";"79.244151169766";"29001";"34001";"5000";"OPTICS";"141";"";"0.0247646710275983"
"184";"60";"ctree";"0.745214296869771";"0.722151335311573";"79.7840431913617";"29501";"34501";"5000";"OPTICS";"137";"";"0.0253277136471642"
"185";"61";"ctree";"0.785065903417162";"0.809025559105431";"84.5230953809238";"30001";"35001";"5000";"OPTICS";"146";"";"0.0245201133981219"
"186";"62";"ctree";"0.913073933940076";"0.908700787401575";"92.0815836832633";"30501";"35501";"5000";"OPTICS";"141";"";"0.0256135720919491"
