"Itteration";"Model";"AUC";"ALIFT";"ACC";"Lower";"Upper";"Window-size";"Clustering";"Amount of Clusters";"Silhouette";"% Ommited"
"175";"51";"ctree";"0.881264476731944";"0.858571428571429";"94.9610077984403";"25001";"30001";"5000";"DBSCAN";"4";"";""
"176";"52";"ctree";"0.8342559800805";"0.814528301886792";"88.6022795440912";"25501";"30501";"5000";"DBSCAN";"4";"";""
"177";"53";"ctree";"0.892294842488266";"0.87095744680851";"92.9214157168566";"26001";"31001";"5000";"DBSCAN";"5";"";""
"178";"54";"ctree";"0.692347052280311";"0.628824884792627";"86.2627474505099";"26501";"31501";"5000";"DBSCAN";"6";"";""
"179";"55";"ctree";"0.577582814445828";"0.56486301369863";"82.6634673065387";"27001";"32001";"5000";"DBSCAN";"7";"";""
"180";"56";"ctree";"0.53787234250621";"0.531889632107023";"69.8260347930414";"27501";"32501";"5000";"DBSCAN";"7";"";""
"181";"57";"ctree";"0.678156640857653";"0.66036231884058";"67.246550689862";"28001";"33001";"5000";"DBSCAN";"5";"";""
"182";"58";"ctree";"0.651208285385501";"0.606308016877637";"60.5278944211158";"28501";"33501";"5000";"DBSCAN";"5";"";""
"183";"59";"ctree";"0.720335793955359";"0.635260115606937";"79.244151169766";"29001";"34001";"5000";"DBSCAN";"5";"";""
"184";"60";"ctree";"0.745214296869771";"0.722151335311573";"79.7840431913617";"29501";"34501";"5000";"DBSCAN";"6";"";""
"185";"61";"ctree";"0.785065903417162";"0.809025559105431";"84.5230953809238";"30001";"35001";"5000";"DBSCAN";"4";"";""
"186";"62";"ctree";"0.913073933940076";"0.908700787401575";"92.0815836832633";"30501";"35501";"5000";"DBSCAN";"4";"";""
"187";"1";"mlp";"0.5";"0.461666666666667";"97.8404319136173";"1";"5001";"5000";"DBSCAN";"3";"";""
"188";"2";"mlp";"0.5";"0.469571428571428";"97.9004199160168";"501";"5501";"5000";"DBSCAN";"3";"";""
"189";"3";"mlp";"0.5";"0.477857142857143";"97.4805038992202";"1001";"6001";"5000";"DBSCAN";"3";"";""
"190";"4";"mlp";"0.5";"0.516136363636364";"97.3605278944211";"1501";"6501";"5000";"DBSCAN";"3";"";""
"191";"5";"mlp";"0.5";"0.443070175438596";"96.5806838632274";"2001";"7001";"5000";"DBSCAN";"3";"";""
"192";"6";"mlp";"0.841222621771821";"0.824122807017544";"96.5806838632274";"2501";"7501";"5000";"DBSCAN";"2";"";""
"193";"7";"mlp";"0.5";"0.532457627118644";"96.4607078584283";"3001";"8001";"5000";"DBSCAN";"3";"";""
